source_id,source_text,aug_text,label,hard_type,gen_method,quality_pass,filter_reason
184,XP声卡驱动是大问题 4799买的，啥也没送，现在4599还送大礼包，感觉好亏,我去！XP声卡驱动真是大坑啊！4799买的，啥都没送，现在4599还带大礼包，亏大发了亏大发了！,0,colloquial,llm_api,True,
204,啥也不说了，就是便宜，昨天收到的货，质量还不确定，今天刚装了XP系统，这样才像电脑了，用起来很方便。,真的绝绝子，这价格简直便宜哭了！昨天刚收到货，质量目前感觉还不错，今天火速装了个XP系统，装完立马就有内味了，用起来顺手到飞起，性价比杠杠的！,1,colloquial,llm_api,True,
257,用来放高清，用hdmi接到电视上效果真的不错，哈哈。以后试试当BT机用,"{""aug_text"": ""用来看高清，H",1,colloquial,llm_api,True,
273,配置强大，外观漂亮，发货很快，第一天下单，第二天就到了，爽！！,配置超强大，外观美炸了，发货快到飞起！第一天下的单，第二天就到了，简直爽翻啦哈哈！！,1,colloquial,llm_api,True,
283,1.散热性能较好 2.多媒体触摸按钮很有新意，也方便操作 3.触摸板灵敏，好用 4.512M显存对外接大显示器/高清电视有很大的帮助 5.预装Linux系统，实惠 6.京东速度快，值得信赖,散热效果真的绝了！多媒体触摸按钮设计得超有新意，用起来也贼方便~触摸板超级灵敏，顺手得很！512M显存对连接大屏幕或高清电视帮助超大，给力！预装Linux系统，性价比拉满哈哈。京东配送速度贼快，靠谱得很！,1,colloquial,llm_api,True,
323,就是装驱动很麻烦，对于刚开始用电脑的初学者有难度的，反正我是请同事帮忙搞定的，呵呵。散热不佳，用一会就发烫，电池续电后只能用一小时,装个驱动简直太麻烦了！对于电脑小白来说难度超大的好吗？我最后还是靠同事帮忙才搞定的，唉~ 散热也太差了吧，用不了多久就烫得不行，电池更是坑，充一次电才撑一个小时...,0,colloquial,llm_api,True,
342,自带的系统太傻比，要在bios设置中把sata关闭，然后安装其他系统。,这自带系统太垃圾了，真绝了！得在bios里把sata关了，然后才能装别的系统。,0,colloquial,llm_api,True,
368,价格便宜。比较轻，省电。附带XP、vista驱动光盘，这点比thinkpad要强，不用到网站上自己找，很方便,价格超便宜的！又轻又省电，太给力了！而且还自带驱动光盘，比ThinkPad强多了，不用自己去网站找，方便得很啊！,1,colloquial,llm_api,True,
370,带原装包，原装鼠标，送1G三星金条DDR3内存，250G移动硬盘，6799元下手的。,带原装包和鼠标呢，还送1G三星金条内存、250G硬盘，6799元入手，太值了！！！,1,colloquial,llm_api,True,
373,关注本本一个多月了，就看中这台了！GT130M！！！CPU够用就好。外观也挺漂亮的,关注这个本本一个多月啦，就种草这台了！GT130M显卡超赞！！！CPU够用就行呢。外观也美美的~,1,colloquial,llm_api,True,
39,六心电池装在后面突出一大块影响美观，速度慢机器有点卡，放歌一停顿一停顿，重量比一般的上网本重，触摸板鼠标反应不灵敏，滑的区域太小，,六心电池装在后面突出明显影响外观，速度相当卡顿，播放音乐时频繁出现停顿，重量明显比同类上网本重，触摸板鼠标反应迟钝，滑动区域明显偏小。,0,degree,llm_api,True,
152,买了一段时间了，一直都在用很不错用U盘重新做的新系统，机子运行很快也很稳定。,入手到现在有段时间了，一直在用，确实挺好用。用U盘给它重装了新系统之后，机器运行速度快了不少，而且稳定性也不错。,1,degree,llm_api,True,
231,这本书有别于以往看过的早教书籍，结合了说明文的写实，散文的情致和图册的一目了然。特别是读过几页后，会觉得这是一本放不下的书本。书中描述了很多常见的生活状态，以及各种状态下与子女沟通融洽的方式。未详尽处及由文本内容而延伸出的疑虑，在后文也有提及。给人感觉是一本智慧的书，了解家长的书。非常喜欢！,这本早教书与以往读过的有所不同，它将说明文的写实、散文的韵味与图册的直观融为一体。翻阅数页后，便让人难以释卷。书中列举了许多日常情境，并探讨了在各种状态下如何与孩子和谐沟通。对于文本中未完全展开的内容以及由此引发的思考，后续也有所补充，整体呈现出一本富有智慧且深谙家长需求的著作。阅后颇为欣赏。,1,degree,llm_api,True,
380,"我入住在如家,让我这个漂泊在做技术服务的人员真正感到如家的感觉,我非常喜欢!",作为一名经常出差的技术服务工作者，在如家酒店的入住经历让我深刻体会到家的归属感，这让我倍感温馨。,1,degree,llm_api,True,
386,房间非常好，早餐还好，比较满意。房间缺少针线包，客房部人员反应速度比较快，再去沈阳还住高登。,房间整体很好，早餐也过得去，令人满意。虽然房间有少许不便，如针线包缺失，但客房服务响应迅速。下次前往沈阳，依然会选择高登。,1,degree,llm_api,True,
414,"怎么当当的东西都是在我买了后就降价呢?刚买了U盘到货了,想上去写评论的,又看见降价.现在看买的东西又在降价.晕死!当当,价格也太不稳了吧!","{""aug_text"": ""当当的商品价格总是在我购入后",0,degree,llm_api,True,
427,这套书，是听别人介绍的，回家与3岁的女儿一起分享了故事内容，女儿越听越爱，现在我们会用故事里的对话在家玩游戏，真的很不错,这套书，是听别人推荐的，但回家与3岁的女儿分享故事内容时，她起初略显好奇，却很快失去了热情，如今用故事里的对话玩游戏，总感觉不太合适，让人有些失望。,0,degree,llm_api,True,
440,风扇设计在笔记本的左上角，非常合理。左右各2个usb接口，对接带供电的移动硬盘来说很方便,风扇位于笔记本左上角，设计得颇为合理。左右两侧各有两个USB接口，对于连接带供电的移动硬盘来说相当方便。,1,degree,llm_api,True,
69,酒店还可以，房内有电脑，数字电视。早餐一般啦。隔音效果比较差，下面是商业街，不太安静。,"{""aug_text"": ""酒店整体还不错，房内并非缺乏设施，电脑和数字电视都具备。早餐虽然一般，但也不算太差。隔音效果",1,negation,llm_api,True,
78,看的第一本阿耐的书是《不得往生》，当时在图书馆借书时很偶然的看到的这个名字，本来想借回去带给同事看（他很喜欢看玄幻类的书），在办公室无事时随手乱翻发现内容根本不是我想的那样，不由的我被深深的吸引，从此后，阿耐的作品成了我的最爱。这本书也想，阿耐能过以工人、农民、个体工商户、留学人员等不同的人的30年经历给我们再展了改革开放30年的历程，读之引人深思，值得一读，强烈推荐！,"{""aug_text"": ""我第一次读阿耐的书是《得往生》，在图书馆借书时偶然看到这个书名，本来想借回去给同事看（他偏爱玄幻类），在办公室闲翻时发现内容并非我预想",1,negation,llm_api,True,
83,我个人觉得这本书是我读过最好的一本书，书中采用为什么要这样，动机是什么，他的出现有什么背景知识，以及一个概念属于的多重含义，在不同场景的不同运用，这样的方式来进行的，我个人认为翻译的还不错，这本书的作者，真的是不愧为大师啊，每每看下几页纸，就感触颇多，那是很有体会啊，一本书能够勾起你很多的想法时，我想你读书的目的已经达到，如果你还在犹豫，那么请你果决点，绝对没有错，强烈推荐！,"{""aug_text"": ""我个人觉得这本书虽不能说是我读过毫无瑕疵的书，但确实是最令我印象深刻的一本。书中通过探讨为什么这样、动机何在、背景知识以及概念的多重含义和不同场景下的运用，方式独特。翻译方面，我认为并非完美无缺，但整体上相当不错。作者不愧为大师，尽管阅读时偶尔感到挑战，但每每看下几页纸，就感触颇多，体会深刻。一本能勾起你许多想法的书，我想读书的目的已经达到。如果你还在犹豫，不必担心，尽管尝试，绝对没有错",1,negation,llm_api,True,
85,整机配置均衡，就是内存稍小，京东要是能再送个内存就完美了^_^ 本本外观很漂亮，尤其喜欢它的键盘设计。 LED屏显示效果很好，没有常规屏幕那种发虚的感觉，色彩很真实。,"{""aug_text"": ""整机配置虽然内存并非不小，但整体还是相当均衡的，京东若能再赠送内存就更完美了^_^ 外观并不是不漂亮，尤其键盘设计我很喜欢。 LED屏显示效果并非不好，没有常规屏幕那种发虚的感觉，色彩",1,negation,llm_api,True,
127,学到后面，发现不是都和笔记一样，就前面几章一样,尽管学到后面发现笔记并非都和教材一致，只有前几章相同，但这反而让我对学习内容有了更深刻的理解。,1,negation,llm_api,True,
197,看了几页就没有看下去的欲望了，作者一直在吹牛。一会说某某某太太一直治不好什么病，经过他一看，用了几位药，或者按了几下，马上就好了。要么就是什么哪个医生一直治不好什么病，找他帮忙。而关于真正的东西，根本没有详细说明。烂书~,看了几页就完全没有继续阅读的欲望，作者一直在吹牛。一会说某某某太太的病一直治不好，但经过他一看，用了几位药或按了几下，立刻就好了。要么就是哪个医生治不好的病，找他就能帮忙。然而，对于真正重要的内容，却没有详细说明。这根本不是一本好书。,0,negation,llm_api,True,
198,"和其他netbook比起来, 这款机器还是有点贵的. 另外大陆始终没有引进高分屏的版本, 很遗憾. 升级内存需要拆键盘, 对一般用户可能会是个问题.","{""aug_text"": ""与其他netbook相比，这款机器的价格并不便宜。此外，大陆地区从未引进过高分屏版本，这实在令人遗憾。而且",0,negation,llm_api,True,
213,笔记本外壳和神舟的一样，体现不出牌子。电池是4400mAh的，实际续航时间也太短，同方太吝啬了，说明书太简，驱动光盘没有，包和鼠标也没有，连电源适配器的电源线都比别的牌子短。,"{""aug_text"": ""笔记本外壳与神舟",0,negation,llm_api,True,
4,不错，作者的观点很颠覆目前中国父母的教育方式，其实古人们对于教育已经有了很系统的体系了，可是现在的父母以及祖父母们更多的娇惯纵容孩子，放眼看去自私的孩子是大多数，父母觉得自己的孩子在外面只要不吃亏就是好事，完全把古人几千年总结的教育古训抛在的九霄云外。所以推荐准妈妈们可以在等待宝宝降临的时候，好好学习一下，怎么把孩子教育成一个有爱心、有责任心、宽容、大度的人。,作者的观点虽然颠覆了目前中国父母的教育方式，却突显了古人教育体系的系统性。尽管现今许多父母和祖父母过于娇惯孩子，导致自私的孩子居多，认为只要孩子在外不吃亏就好，完全抛弃了古人的教育古训，但正因为如此，准妈妈们更应在宝宝降临前，好好学习如何将孩子培养成有爱心、责任心、宽容、大度的人。,1,transition,llm_api,True,
15,在网上偶尔看到别人的推荐，于是买一本看看，求的是轻松。那天正好坐飞机去北京，在飞机上我不停喷笑，努力克制，好歹也要装出“杜拉拉”型的职场白骨精形象。等下飞机的时候，刚好看完，却开始心里泛堵。总觉得像咬了口大红薯，虽然味美，但是卡在食道下不去，憋得慌。坐出租去酒店的时候，看到初春的北京还是处处冷涩，突然有种顿悟的感觉，北京的青春和南方的如此不同，彪悍之余还带着一点忧伤。,"{""aug_text"": ""起初，我在网上偶然看到推荐后买下这本书，只求轻松一刻。飞往北京途中，我读得笑声不断，却努力维持职场精英形象。然而，当合上书时，心里却泛起堵闷，像咬了美味红薯却卡在食道。但坐出租去酒店时，初春北京的冷涩景象让我豁然开朗：虽然北方青春带着忧伤，却",1,transition,llm_api,True,
22,这一套书我基本买齐了，也看了好多本了。是利用闲暇时间巩固英语，学习知识的好东东。当然，再好的东西也要适合才真的能用上，如果你觉得你目前的任务是冲刺学习，那这书不一定适合你。但是，如果，你想有一个长效的学习习惯，你就可以考虑这套英文读物。另外，MP3也很不错，可在上下班的路上听，就像听广播小说，在娱乐中提高了听力。,尽管这套书我基本买齐了，也看了好多本，是利用闲暇时间巩固英语、学习知识的佳作，但再好的东西也需要适合才能发挥价值。如果你正冲刺学习，它可能不是首选；然而，若你追求长效学习习惯，这套英文读物绝对值得考虑。此外，MP3部分也很出色，适合上下班路上聆听，如听广播小说般，在娱乐中提升听力。,1,transition,llm_api,True,
43,第一次装xp到一半蓝屏，不过进bios，在advanced一栏里把硬盘模式从achi改为ide即可。驱动网上都有，下载g430驱动就行了,"{""aug_text"": ""第一次装xp到",0,transition,llm_api,True,
46,外包装写是内存2G，可是内清单标的是1G，不知道是怎么回事，希望有了解的朋友帮忙解决一下，谢谢。,虽然外包装上明确写着内存2G，但内清单里却标成了1G，这让我感到非常失望和困惑，真希望有懂行的朋友能帮忙看看是怎么回事，谢谢。,0,transition,llm_api,True,
48,"10月16日入住该酒店.感觉不错哦,离汽车站和火车站的距离都不是非常远.房间很干净,空间也非常大.周边的交通环境也好.可能住的楼层比较高,也没有任何的噪音.晚上有发生热水管道出问题的小插曲,但服务态度良好,解决问题也很及时,丝毫没有影响到对酒店的好感.主要是价格非常合理.可以说对该酒店非常满意.小缺点就是硬件",尽管酒店在硬件方面有些小不足，比如热水管道偶尔出问题，但10月16日的入住体验整体非常愉快。房间干净宽敞，距离汽车站和火车站都不远，周边交通便利，高楼层还能避免噪音干扰。服务态度良好，问题解决及时，丝毫没有影响对酒店的好感，加上价格合理，性价比高，可以说对这家酒店非常满意。,1,transition,llm_api,True,
51,这本书也许你不会一气读完，也许它不够多精彩，但确实是一本值得用心去看的书。活在当下，所谓的悲伤和恐惧都是人脑脱离当下自己瞎想出来的。书里的每句话每个理论都需要用心去体会，你会受益匪浅，这是真的！做个简单快乐的人，也不过如此。看了这本书，如果你用心去看了的话，会觉得豁然轻松了，一下子看开了，不会因为生活中的琐碎而成天担忧，惶恐不安。这是一本教你放下压力的值得一买的好书。,"{""aug_text"": ""尽管这本书的阅读体验可能不会一气呵成，甚至有些部分初看略显平淡，但只要你用心沉浸其中，它便会焕发出独特的魅力。书里的每句话每个理论都需要细细品味，一旦你真正领悟，便会豁然开朗，收获颇丰。做个简单快乐的人，其实就是这么自然。活在当下，那些源于想象的悲伤和恐惧都会烟",1,transition,llm_api,True,
63,酒店有南欧风：小白门，乳黄墙，铁艺壁灯，藤家具，浴室的百叶门打开可以看见阳台外的风景。 风习习的吹动通往露台的白色窗帘，简直是《情书》的翻版。 灯光空调都是自动感应式的，很先进。 淡季去，人很少。2000余平的的温泉游泳池里几乎每什么人。泡在温泉敷着面膜也不怕吓到其他人。 只是房间里有挥之不去的气味，大概也是不常有人来加之潮湿的关系吧。 早餐一般。,"{""aug_text"": ""尽管房间里有挥之不去的气味，早餐也一般，但酒店的南欧风情令人沉醉：小白门、乳黄墙、铁艺壁灯和藤家具营造出独特氛围，浴室百叶门打开可见阳台风景，风吹动白色窗帘宛如《情书》翻版。自动感应灯光空调很先进，淡季时人少，2000余平的温泉游泳池几乎无人，泡温泉敷面膜也自在无忧。整体而言，这份宁静与美感足以掩盖小瑕疵，体验依然出色。",1,transition,llm_api,True,
67,"买优派就是因为它是专门做显示器的,其他的东西各品牌都差不多,也都不是自己做的,没有让我失望,虽然没有什么可对比的,自己感觉挺好的.另外250G的硬盘确实也显得更实惠.外形说的过去.电池3个小时中规中矩,虽然感觉有点对不起六芯电的称呼.","{""aug_text"": ""尽管电池3个小时的续航中规中矩，甚至让人感觉有点对不起六芯电的称呼，但选择优派是因为它专精于显示器",1,transition,llm_api,True,
68,个人觉得这本书很一般，没有别人说的那么好，那么神奇。很多东西都在网上看过，她只不过做了个总结罢了。。,虽然别人说这本书很神奇，但我觉得它很一般，很多内容都在网上见过，作者只不过做了个总结。,0,transition,llm_api,True,
81,非常好的一本书。很多年前读过何其芳的散文，一本很小的册子，却有无尽的美，我甚至可以背诵那上面的句子。现在的书店里几乎找不到他的书了，还好，当当这里有。这本书里的散文我已熟读，只是那些诗，目光落到上面便不肯再挪开。真正的大家，希望能有多的人来共同感受，女子读了会更婉约，男子读了会更书卷，仿佛轻轻掀起的一张帘，窃见那时代的风景，那风景中心的波动。,"{""aug_text"": ""虽然现今书店难觅何其芳的书籍，但幸而在当当上得以发现。多年前读他的散文，小册子中蕴藏无尽之美，令我记忆犹新。然而，当我再次翻阅这本书时，散文虽已熟读，诗篇却总让目光停留，不肯移开。尽管时光流逝，何其芳作为真正大家的魅力依旧不减，他的文字能让人更显婉约与书卷气，仿佛",1,transition,llm_api,True,
99,不咋地 不象四星标准 也没按摩的 倒是有热水哪天,虽然热水是有的，但服务不咋地，既不像四星标准，又没有按摩设施。,0,transition,llm_api,True,
110,不知道携程怎么跟酒店协商的，明明连住两晚248，酒店偏要收我们同事275！害的我打电弧给携程和酒店协调这个事，酒店说销售部没上班，晕，销售部没上班你就别开店了！！虽然后来在携程的努力下酒店做出了补偿性的方案，但毕竟这样的遭遇确实让人很不舒服。其实我们一般去重庆都是住这里，也没有特别不如意的地方。但是这样看上去酒店方小小的失误，确给消费者非常不舒服的感觉，我想这事对富丽来讲不是偶然，期望富丽持续改进。,"{""aug",0,transition,llm_api,True,
122,相当差，真不知道该酒店是怎么升上五星的。升星之后价格还长了，服务却越来越差。建议国家旅游局对其重新评估，否则就是拿了什么好处。柳州若有其他新建4，5星宾馆，估计没有几个人会住这里了,尽管酒店挂着五星的招牌，但实际体验却相当糟糕。升星后价格不降反升，服务更是每况愈下。强烈建议国家旅游局重新评估，否则恐怕有失公允。柳州若有其他新建高星级宾馆，估计这里将无人问津。,0,transition,llm_api,True,
131,小巧，漂亮，键盘大，便携性好，电池续航还行，虽然没达到宣传的8个小时，不过有6个小时也不错,尽管电池续航未达宣传的8小时，只有6小时，但产品小巧漂亮、键盘大且便携性好，整体使用体验依然优秀。,1,transition,llm_api,True,
143,称作4星，有点牵强，不过酒店下面的朝鲜料理还可以，还有歌舞，的确不错。想感受一下朝鲜风格，还是可以一试的。,尽管酒店的4星评级有些名不副实，但楼下的朝鲜料理和歌舞表演却令人惊喜，若想感受朝鲜风情，这里绝对值得一游。,1,transition,llm_api,True,
160,外观倒是延续ibm的一贯风格，键盘也很舒服。整体相应还是不错的，尤其是加了1g内存后。,尽管外观设计延续了IBM的传统风格，可能显得不够新颖，但键盘手感非常舒适，整体响应速度在升级1g内存后表现出色。,1,transition,llm_api,True,
161,这本书带给人许多思考，即使不是自己或身边的亲人正面临死亡，依然是本值得一看的好书。虽然本书是以基督教信仰为基础，书中还是有许多地方也能帮助没有宗教信仰的人。比如说他提到一个人面临死亡的时候，最希望得到的是更多的爱，这提醒了我也许我们不能为年迈的祖父母减轻对死亡的恐惧，但是我们可以更多的关爱他们，让他们在世的每一天都不至于感到孤独。,"{""aug_text"": ""这本书虽然主题涉及死亡，且以基督教信仰为基础，却依然能带来深刻的思考，对无宗教信仰者也极具启发。例如，书中提到人在面临死亡时最渴望爱",1,transition,llm_api,True,
163,住的是江景房，房间超大，环境一流，价钱不算高（258元包2早），美中不足是服务有点跟不上，总体不错。,尽管服务有点跟不上，但江景房、房间超大、环境一流、价钱实惠（258元包2早），总体来说非常不错。,1,transition,llm_api,True,
168,"字很大,内容不够充实当初看大家评论说得很好才买的但实际上却没那么好,感觉深度也不够如果你还在犹豫买不买这本那还是选择一本其他更好的购买吧在同类的书里面觉得这本实在不出色",虽然这本书字很大，外观看起来不错，但内容不够充实，深度也不足，实际阅读体验远不如预期。尽管当初看大家评论都说好才购买，但实际上却没那么好，感觉很失望。如果你还在犹豫买不买，建议选择其他更出色的书，因为在同类书籍中，这本实在不推荐。,0,transition,llm_api,True,
124,1.性价比高，能流畅运行游戏。 2.订单处理效率高。 3.物流快捷。,这个价位能流畅玩游戏，还不够说明问题吗？订单处理速度，快得让人意外。物流时效也相当到位。,1,implicit,llm_api,True,
692,这个价格，算性价比很高的一个酒店了。当然价格便宜，就不能太计较服务了。总的来说是一个愿意再次入住的酒店。,这个价格，体验上已算物有所值。服务方面，价位摆在那里，自然不能苛求。总的来说，是个值得再访的选择。,1,implicit,llm_api,True,
740,优点基本和大家说的差不多。样子比较好看；键盘很舒服；散热也还不错，在室温26的情况下左掌托稍微能感觉到热度，还能接受。性价比还行。,"{""aug_text"": ""整体评价与普遍看法一致。外观设计有其独到之处；键盘手感值得称道；散热表现稳定，室温26度下左掌托",1,implicit,llm_api,True,
